neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews
Brooklyn,Bushwick,Entire home/apt,80,1,1
Manhattan,Midtown,Shared room,55,5,5
Brooklyn,Williamsburg,Private room,100,14,0
Manhattan,East Village,Entire home/apt,130,1,204
Brooklyn,Bushwick,Private room,50,2,4
Manhattan,Chelsea,Private room,85,1,77
Queens,Flushing,Private room,200,1,8
Brooklyn,Williamsburg,Entire home/apt,185,1,0
Manhattan,Chelsea,Entire home/apt,154,4,7
Brooklyn,Williamsburg,Private room,45,5,0
Brooklyn,Bedford-Stuyvesant,Private room,99,1,24
Manhattan,Harlem,Entire home/apt,68,3,2
Manhattan,Roosevelt Island,Entire home/apt,145,1,0
Manhattan,East Harlem,Entire home/apt,160,5,14
Queens,Jackson Heights,Private room,86,2,3
Brooklyn,Crown Heights,Private room,52,1,74
Manhattan,Chelsea,Entire home/apt,135,365,0
Brooklyn,Canarsie,Entire home/apt,114,2,21
Manhattan,Harlem,Private room,38,8,20
Manhattan,Chelsea,Entire home/apt,120,1,0
Brooklyn,Sheepshead Bay,Private room,50,30,0
Brooklyn,Bay Ridge,Shared room,22,5,0
Brooklyn,Bedford-Stuyvesant,Private room,100,10,0
Brooklyn,Bushwick,Private room,75,10,0
Queens,Astoria,Private room,100,30,0
Manhattan,Chelsea,Entire home/apt,220,1,9
Manhattan,Upper West Side,Entire home/apt,125,5,0
Manhattan,Nolita,Private room,62,30,0
Queens,Flushing,Entire home/apt,120,3,21
Manhattan,East Village,Entire home/apt,195,5,3
Manhattan,Little Italy,Private room,110,2,34
Queens,Jackson Heights,Private room,45,2,22
Queens,Long Island City,Entire home/apt,139,3,0
Manhattan,East Harlem,Entire home/apt,120,5,9
Brooklyn,Flatlands,Entire home/apt,649,1,0
Manhattan,Chelsea,Entire home/apt,160,7,8
Brooklyn,Greenpoint,Private room,99,1,11
Manhattan,Financial District,Private room,90,24,0
Manhattan,Flatiron District,Private room,95,7,10
Queens,Jackson Heights,Entire home/apt,115,1,51
Brooklyn,Clinton Hill,Entire home/apt,115,15,7
Manhattan,Hell's Kitchen,Entire home/apt,138,1,20
Queens,Elmhurst,Private room,75,1,2
Manhattan,Midtown,Entire home/apt,135,30,0
Brooklyn,Greenpoint,Entire home/apt,200,3,1
Brooklyn,Williamsburg,Entire home/apt,499,4,0
Manhattan,Harlem,Private room,200,2,0
Manhattan,Harlem,Private room,1500,2,0
Queens,Ridgewood,Private room,60,2,2
Queens,Long Island City,Entire home/apt,74,5,7
Brooklyn,Bedford-Stuyvesant,Private room,69,2,90
Brooklyn,Gowanus,Private room,70,1,59
Manhattan,Upper West Side,Entire home/apt,150,2,48
Brooklyn,Crown Heights,Entire home/apt,195,2,0
Brooklyn,East Flatbush,Entire home/apt,115,3,64
Brooklyn,Crown Heights,Entire home/apt,689,2,18
Manhattan,Chelsea,Entire home/apt,128,6,6
Manhattan,Chelsea,Private room,100,1,4
Manhattan,Upper West Side,Entire home/apt,800,7,5
Manhattan,Harlem,Private room,85,2,1
Brooklyn,Boerum Hill,Entire home/apt,175,14,3
Manhattan,Chelsea,Entire home/apt,599,2,25
Manhattan,Tribeca,Private room,225,1,1
Manhattan,Financial District,Entire home/apt,211,2,15
Manhattan,Murray Hill,Entire home/apt,175,30,0
Brooklyn,Brighton Beach,Entire home/apt,179,2,1
Manhattan,Washington Heights,Entire home/apt,80,60,22
Manhattan,Midtown,Entire home/apt,150,2,1
Brooklyn,Gowanus,Private room,95,2,21
Brooklyn,Fort Greene,Entire home/apt,165,3,120
Queens,Flushing,Private room,54,4,0
Brooklyn,Williamsburg,Private room,98,1,9
Queens,Rosedale,Private room,75,1,2
Brooklyn,Williamsburg,Private room,130,2,8
Brooklyn,Crown Heights,Private room,50,30,5
Brooklyn,East Flatbush,Private room,69,1,18
Manhattan,East Village,Entire home/apt,295,5,1
Brooklyn,Williamsburg,Private room,95,5,66
Queens,Astoria,Private room,110,3,23
Brooklyn,Williamsburg,Entire home/apt,143,5,2
Brooklyn,Williamsburg,Entire home/apt,150,7,2
Brooklyn,Williamsburg,Entire home/apt,149,4,5
Manhattan,Hell's Kitchen,Private room,160,3,6
Manhattan,Harlem,Private room,50,1,0
Brooklyn,East Flatbush,Private room,50,2,2
Manhattan,Civic Center,Private room,100,5,1
Manhattan,Chelsea,Entire home/apt,283,30,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,112,3,43
Manhattan,Harlem,Private room,60,4,1
Queens,Ridgewood,Shared room,35,1,0
Staten Island,Prince's Bay,Private room,118,1,0
Queens,Flushing,Private room,50,1,17
Manhattan,Hell's Kitchen,Private room,209,1,6
Brooklyn,Sheepshead Bay,Shared room,40,2,8
Manhattan,Midtown,Entire home/apt,220,3,108
Brooklyn,Sheepshead Bay,Entire home/apt,150,1,10
Bronx,Concourse,Private room,200,1,0
Brooklyn,Park Slope,Entire home/apt,300,3,14
Manhattan,Midtown,Shared room,75,1,2
Brooklyn,Flatbush,Entire home/apt,200,2,10
Brooklyn,Clinton Hill,Entire home/apt,125,2,6
Brooklyn,East New York,Private room,75,1,54
Manhattan,Little Italy,Entire home/apt,139,3,2
Manhattan,Harlem,Entire home/apt,165,7,35
Brooklyn,Boerum Hill,Entire home/apt,295,2,31
Manhattan,Hell's Kitchen,Private room,125,10,12
Brooklyn,Williamsburg,Private room,89,8,6
Manhattan,Washington Heights,Entire home/apt,50,6,0
Manhattan,Chelsea,Entire home/apt,250,3,4
Manhattan,Lower East Side,Entire home/apt,125,5,12
Brooklyn,Williamsburg,Entire home/apt,149,1,120
Manhattan,Midtown,Private room,130,2,128
Brooklyn,Bedford-Stuyvesant,Private room,50,30,2
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,110,1,2
Manhattan,Tribeca,Entire home/apt,305,30,0
Manhattan,Harlem,Entire home/apt,198,5,42
Manhattan,East Harlem,Entire home/apt,145,1,102
Brooklyn,East New York,Entire home/apt,69,4,159
Brooklyn,Bedford-Stuyvesant,Private room,60,2,37
Brooklyn,Boerum Hill,Entire home/apt,175,30,1
Manhattan,Upper East Side,Entire home/apt,99,2,0
Brooklyn,Williamsburg,Private room,59,2,87
Queens,St. Albans,Private room,59,1,19
Manhattan,Upper East Side,Private room,150,2,8
Brooklyn,South Slope,Entire home/apt,95,2,4
Brooklyn,Bedford-Stuyvesant,Private room,110,1,2
Brooklyn,Clinton Hill,Private room,90,2,19
Manhattan,Nolita,Private room,92,5,0
Manhattan,Midtown,Entire home/apt,180,1,0
Brooklyn,Bedford-Stuyvesant,Private room,54,2,8
Manhattan,West Village,Entire home/apt,150,2,0
Brooklyn,Crown Heights,Private room,30,5,2
Brooklyn,Bedford-Stuyvesant,Private room,67,2,23
Manhattan,Washington Heights,Entire home/apt,75,2,0
Bronx,Claremont Village,Private room,80,2,1
Queens,Long Island City,Entire home/apt,99,1,3
Manhattan,Upper West Side,Shared room,55,2,54
Brooklyn,Greenpoint,Private room,80,5,1
Queens,Jackson Heights,Private room,55,1,4
Manhattan,Upper East Side,Entire home/apt,200,4,1
Manhattan,West Village,Private room,89,1,1
Brooklyn,Crown Heights,Private room,64,5,7
Manhattan,Upper East Side,Entire home/apt,299,7,0
Brooklyn,South Slope,Private room,60,3,27
Queens,East Elmhurst,Private room,35,1,3
Bronx,Mott Haven,Entire home/apt,120,3,1
Brooklyn,Williamsburg,Private room,55,1,4
Manhattan,Harlem,Entire home/apt,150,5,0
Brooklyn,Crown Heights,Private room,90,4,1
Brooklyn,Williamsburg,Entire home/apt,164,1,10
Manhattan,Hell's Kitchen,Entire home/apt,150,30,6
Queens,Ridgewood,Private room,120,2,0
Manhattan,East Village,Entire home/apt,174,2,6
Brooklyn,Gowanus,Entire home/apt,115,3,1
Queens,Elmhurst,Entire home/apt,88,4,44
Manhattan,Chelsea,Entire home/apt,139,5,0
Brooklyn,Williamsburg,Private room,65,14,30
Brooklyn,Crown Heights,Private room,41,3,1
Brooklyn,Greenpoint,Entire home/apt,100,7,0
Queens,Jackson Heights,Private room,40,2,32
Brooklyn,Bedford-Stuyvesant,Private room,59,1,237
Manhattan,Chelsea,Entire home/apt,69,1,2
Brooklyn,Greenpoint,Private room,60,3,1
Queens,Hollis,Private room,80,3,0
Manhattan,Midtown,Entire home/apt,200,2,43
Brooklyn,Clinton Hill,Private room,65,7,10
Brooklyn,Williamsburg,Private room,88,1,71
Manhattan,Upper East Side,Entire home/apt,111,2,4
Brooklyn,Clinton Hill,Entire home/apt,110,4,0
Manhattan,Battery Park City,Entire home/apt,263,30,1
Manhattan,East Harlem,Private room,45,1,151
Manhattan,Chelsea,Private room,70,1,0
Manhattan,Harlem,Private room,50,1,0
Staten Island,Tompkinsville,Entire home/apt,48,3,1
Manhattan,Murray Hill,Entire home/apt,134,30,9
Brooklyn,Prospect-Lefferts Gardens,Private room,40,31,3
Manhattan,East Village,Private room,69,13,42
Brooklyn,Crown Heights,Private room,60,2,29
Brooklyn,Boerum Hill,Entire home/apt,160,5,0
Brooklyn,Williamsburg,Private room,70,2,19
Bronx,Edenwald,Entire home/apt,95,3,5
Manhattan,Upper West Side,Entire home/apt,499,30,64
Manhattan,Harlem,Private room,99,2,17
Manhattan,Washington Heights,Entire home/apt,85,30,4
Brooklyn,Bedford-Stuyvesant,Private room,69,2,56
Brooklyn,Fort Greene,Entire home/apt,136,2,2
Queens,Astoria,Private room,50,4,1
Manhattan,West Village,Entire home/apt,268,1,3
Manhattan,Murray Hill,Private room,55,1,0
Brooklyn,Brooklyn Heights,Entire home/apt,245,3,1
Manhattan,Gramercy,Private room,150,2,24
Brooklyn,Brighton Beach,Entire home/apt,85,5,0
Brooklyn,Williamsburg,Private room,57,2,1
Brooklyn,Park Slope,Entire home/apt,250,2,15
Manhattan,Chelsea,Entire home/apt,380,3,16
Brooklyn,Fort Greene,Entire home/apt,147,15,5
Manhattan,East Village,Entire home/apt,280,4,2
Manhattan,Chinatown,Entire home/apt,145,29,18
Manhattan,East Village,Entire home/apt,420,1,53
Brooklyn,Bushwick,Entire home/apt,125,1,1
Manhattan,East Harlem,Entire home/apt,95,5,20
Brooklyn,East Flatbush,Entire home/apt,80,2,18
Manhattan,East Village,Private room,89,28,23
Manhattan,Harlem,Private room,60,4,2
Brooklyn,Park Slope,Entire home/apt,181,2,238
Manhattan,East Village,Private room,300,6,1
Manhattan,Morningside Heights,Entire home/apt,145,1,0
Manhattan,Harlem,Private room,81,1,19
Brooklyn,Williamsburg,Entire home/apt,250,2,7
Manhattan,West Village,Entire home/apt,150,26,38
Queens,Long Island City,Private room,101,1,0
Brooklyn,Williamsburg,Entire home/apt,333,7,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,3,82
Manhattan,Midtown,Private room,150,2,79
Manhattan,Upper East Side,Entire home/apt,325,1,0
Brooklyn,Williamsburg,Private room,62,29,70
Brooklyn,Williamsburg,Private room,90,3,3
Manhattan,Upper West Side,Entire home/apt,145,7,9
Manhattan,Morningside Heights,Private room,119,1,4
Manhattan,Washington Heights,Private room,28,1,1
Brooklyn,Bedford-Stuyvesant,Private room,60,3,2
Brooklyn,Williamsburg,Entire home/apt,120,3,184
Manhattan,Upper West Side,Entire home/apt,2999,1,0
Brooklyn,Greenpoint,Entire home/apt,111,2,45
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,1,0
Brooklyn,Crown Heights,Private room,35,3,54
Brooklyn,Park Slope,Entire home/apt,225,3,4
Brooklyn,Bedford-Stuyvesant,Private room,51,1,2
Manhattan,Harlem,Private room,70,30,0
Brooklyn,Bushwick,Private room,70,3,174
Manhattan,Hell's Kitchen,Private room,69,1,5
Brooklyn,Bedford-Stuyvesant,Entire home/apt,208,30,0
Brooklyn,Prospect-Lefferts Gardens,Private room,80,2,122
Brooklyn,Park Slope,Entire home/apt,220,20,0
Queens,Sunnyside,Shared room,72,2,0
Manhattan,Harlem,Entire home/apt,150,1,0
Manhattan,West Village,Entire home/apt,500,3,21
Manhattan,Washington Heights,Private room,75,1,11
Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,4,7
Manhattan,Hell's Kitchen,Entire home/apt,264,2,8
Manhattan,Chinatown,Entire home/apt,90,3,107
Manhattan,East Village,Entire home/apt,137,7,6
Manhattan,Harlem,Shared room,75,2,8
Queens,Sunnyside,Entire home/apt,95,5,0
Manhattan,Hell's Kitchen,Private room,89,4,56
Brooklyn,Bedford-Stuyvesant,Private room,35,5,5
Brooklyn,Williamsburg,Entire home/apt,59,7,9
Brooklyn,Bushwick,Entire home/apt,120,3,0
Brooklyn,Flatlands,Private room,85,2,0
Manhattan,Upper East Side,Entire home/apt,120,3,12
Queens,Astoria,Entire home/apt,107,30,24
Manhattan,Chelsea,Entire home/apt,250,1,2
Manhattan,East Harlem,Private room,30,4,5
Manhattan,NoHo,Entire home/apt,495,4,7
Brooklyn,Williamsburg,Private room,95,1,1
Queens,Ridgewood,Private room,48,2,39
Manhattan,East Village,Private room,125,1,21
Brooklyn,Williamsburg,Private room,55,5,2
Queens,Long Island City,Entire home/apt,215,2,59
Brooklyn,Bushwick,Private room,85,1,0
Queens,Long Island City,Entire home/apt,155,2,95
Brooklyn,Clinton Hill,Private room,70,2,0
Manhattan,East Village,Entire home/apt,200,2,0
Queens,Forest Hills,Private room,30,14,0
Queens,Jackson Heights,Private room,50,2,29
Manhattan,Murray Hill,Entire home/apt,200,1,1
Brooklyn,Borough Park,Shared room,25,3,8
Brooklyn,Cypress Hills,Private room,35,7,1
Manhattan,Theater District,Entire home/apt,519,2,10
Brooklyn,South Slope,Private room,60,1,1
Manhattan,Lower East Side,Entire home/apt,115,3,69
Manhattan,Murray Hill,Private room,112,3,23
Manhattan,Chinatown,Entire home/apt,149,4,12
Manhattan,Harlem,Private room,77,2,36
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,85,4,9
Manhattan,SoHo,Private room,120,1,1
Manhattan,Washington Heights,Private room,75,2,78
Brooklyn,Williamsburg,Private room,100,1,0
Manhattan,Upper East Side,Entire home/apt,110,30,1
Manhattan,Hell's Kitchen,Entire home/apt,750,3,16
Manhattan,East Village,Entire home/apt,189,3,205
Brooklyn,Bushwick,Private room,60,1,9
Manhattan,Upper West Side,Private room,66,1,1
Brooklyn,Carroll Gardens,Private room,95,1,2
Manhattan,Lower East Side,Private room,75,8,0
Manhattan,Harlem,Private room,60,1,1
Manhattan,Washington Heights,Shared room,65,2,9
Manhattan,Upper East Side,Private room,110,7,1
Brooklyn,Crown Heights,Entire home/apt,85,3,5
Manhattan,Harlem,Private room,95,2,5
Brooklyn,Williamsburg,Private room,90,1,0
Brooklyn,Williamsburg,Entire home/apt,150,3,2
Manhattan,Two Bridges,Entire home/apt,149,6,1
Manhattan,Harlem,Private room,54,2,6
Brooklyn,Greenpoint,Private room,100,2,8
Queens,Glendale,Entire home/apt,150,2,3
Queens,Sunnyside,Private room,80,2,2
Brooklyn,Bushwick,Private room,65,3,12
Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,3,229
Manhattan,Lower East Side,Private room,70,1,1
Manhattan,Hell's Kitchen,Entire home/apt,170,1,4
Brooklyn,Prospect Heights,Entire home/apt,100,5,14
Manhattan,Kips Bay,Entire home/apt,106,3,12
Manhattan,Inwood,Private room,79,4,26
Manhattan,Midtown,Entire home/apt,215,30,0
Manhattan,Harlem,Entire home/apt,159,3,31
Manhattan,Morningside Heights,Private room,84,1,0
Brooklyn,Bushwick,Private room,80,30,0
Queens,Sunnyside,Shared room,30,1,36
Brooklyn,Greenpoint,Entire home/apt,59,3,0
Brooklyn,Crown Heights,Entire home/apt,104,3,60
Manhattan,Tribeca,Entire home/apt,210,14,10
Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,2,6
Manhattan,Lower East Side,Entire home/apt,300,3,25
Manhattan,Chinatown,Entire home/apt,220,4,0
Manhattan,Hell's Kitchen,Private room,120,6,17
Manhattan,Tribeca,Entire home/apt,225,3,0
Queens,Jamaica,Private room,40,2,4
Manhattan,Hell's Kitchen,Entire home/apt,162,3,9
Queens,Springfield Gardens,Private room,100,1,86
Manhattan,Upper West Side,Entire home/apt,125,30,2
Manhattan,Midtown,Entire home/apt,1295,1,1
Queens,Astoria,Private room,395,1,1
Manhattan,Nolita,Entire home/apt,150,2,26
Brooklyn,Williamsburg,Private room,155,2,42
Manhattan,Midtown,Private room,350,1,0
Brooklyn,Williamsburg,Entire home/apt,223,2,17
Brooklyn,Bedford-Stuyvesant,Private room,85,2,15
Manhattan,Harlem,Private room,71,5,6
Brooklyn,Park Slope,Private room,110,2,0
Manhattan,East Village,Entire home/apt,160,3,31
Queens,Astoria,Entire home/apt,79,21,0
Manhattan,Midtown,Entire home/apt,399,1,36
Brooklyn,Crown Heights,Private room,50,4,0
Queens,Ridgewood,Private room,40,2,13
Manhattan,West Village,Entire home/apt,249,60,0
Staten Island,St. George,Entire home/apt,86,5,1
Brooklyn,Boerum Hill,Private room,70,1,51
Brooklyn,Greenpoint,Private room,59,2,155
Manhattan,Harlem,Private room,150,2,24
Brooklyn,Bushwick,Private room,150,1,3
Queens,Astoria,Private room,74,1,102
Brooklyn,Greenpoint,Private room,89,4,31
Brooklyn,Bushwick,Private room,39,16,38
Manhattan,Upper West Side,Entire home/apt,160,3,5
Manhattan,Upper West Side,Entire home/apt,375,1,0
Manhattan,Lower East Side,Private room,115,3,3
Manhattan,East Harlem,Entire home/apt,115,1,161
Brooklyn,Williamsburg,Private room,95,30,35
Manhattan,East Harlem,Entire home/apt,120,7,149
Manhattan,Midtown,Private room,233,2,0
Bronx,Clason Point,Shared room,40,1,26
Manhattan,East Harlem,Entire home/apt,130,4,6
Brooklyn,Fort Greene,Entire home/apt,316,3,29
Brooklyn,Boerum Hill,Private room,55,15,0
Queens,Astoria,Entire home/apt,100,30,61
Manhattan,Upper East Side,Entire home/apt,250,30,4
Brooklyn,Bergen Beach,Private room,100,5,0
Manhattan,Midtown,Entire home/apt,175,5,116
Staten Island,Dongan Hills,Entire home/apt,85,2,12
Manhattan,Midtown,Private room,350,3,1
Manhattan,Midtown,Entire home/apt,300,30,5
Brooklyn,Bedford-Stuyvesant,Private room,31,6,41
Manhattan,Hell's Kitchen,Private room,155,1,203
Manhattan,East Harlem,Private room,47,2,0
Manhattan,Hell's Kitchen,Private room,135,3,65
Manhattan,Harlem,Entire home/apt,195,30,5
Queens,Long Island City,Entire home/apt,180,6,1
Brooklyn,Williamsburg,Private room,60,1,8
Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,100,0
Manhattan,Upper West Side,Entire home/apt,106,30,14
Brooklyn,East Flatbush,Entire home/apt,86,1,2
Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,3,62
Brooklyn,Williamsburg,Entire home/apt,249,3,0
Brooklyn,Williamsburg,Private room,100,4,32
Manhattan,SoHo,Private room,119,1,42
Brooklyn,Clinton Hill,Entire home/apt,220,12,13
Brooklyn,Bedford-Stuyvesant,Entire home/apt,95,7,69
Brooklyn,Bedford-Stuyvesant,Entire home/apt,165,3,0
Brooklyn,Williamsburg,Private room,130,1,0
Brooklyn,Flatbush,Private room,50,2,5
Queens,Long Island City,Entire home/apt,199,2,6
Brooklyn,Williamsburg,Entire home/apt,220,4,4
Brooklyn,Crown Heights,Private room,60,1,9
Manhattan,Upper West Side,Entire home/apt,100,1,116
Manhattan,Upper East Side,Entire home/apt,91,1,0
Manhattan,Hell's Kitchen,Private room,200,3,0
Brooklyn,Bushwick,Entire home/apt,126,3,98
Manhattan,East Harlem,Entire home/apt,105,1,124
Brooklyn,Williamsburg,Private room,80,2,33
Manhattan,Midtown,Entire home/apt,150,3,1
Manhattan,Upper West Side,Entire home/apt,154,3,78
Brooklyn,East Flatbush,Private room,68,1,18
Brooklyn,Bushwick,Private room,65,1,14
Queens,Jackson Heights,Shared room,35,62,0
Brooklyn,Bedford-Stuyvesant,Private room,42,30,2
Manhattan,Morningside Heights,Private room,70,4,5
Manhattan,Harlem,Private room,55,1,1
Brooklyn,Bedford-Stuyvesant,Private room,65,5,69
Manhattan,Upper West Side,Entire home/apt,350,1,7
Queens,Flushing,Private room,80,1,30
Brooklyn,Williamsburg,Private room,65,2,74
Brooklyn,Sheepshead Bay,Entire home/apt,199,3,16
Queens,Astoria,Private room,70,3,25
Manhattan,Washington Heights,Private room,39,30,18
Manhattan,Upper East Side,Entire home/apt,180,3,10
Brooklyn,Carroll Gardens,Entire home/apt,160,4,2
Brooklyn,Crown Heights,Entire home/apt,85,3,7
Manhattan,Chelsea,Entire home/apt,200,5,0
Manhattan,Inwood,Entire home/apt,90,26,4
Bronx,Highbridge,Private room,65,2,0
Brooklyn,DUMBO,Entire home/apt,100,2,2
Manhattan,Harlem,Private room,79,1,1
Brooklyn,Clinton Hill,Entire home/apt,130,2,15
Queens,Richmond Hill,Private room,75,1,31
Brooklyn,Bedford-Stuyvesant,Private room,68,2,92
Manhattan,East Village,Entire home/apt,115,1,0
Manhattan,West Village,Entire home/apt,397,30,0
Brooklyn,Bushwick,Private room,70,1,0
Brooklyn,Clinton Hill,Entire home/apt,220,3,0
Manhattan,Upper East Side,Entire home/apt,175,4,12
Manhattan,Harlem,Private room,49,1,607
Brooklyn,Crown Heights,Entire home/apt,93,6,0
Brooklyn,Bedford-Stuyvesant,Private room,65,3,124
Manhattan,Washington Heights,Entire home/apt,37,30,3
Manhattan,East Village,Private room,100,2,1
Queens,Long Island City,Entire home/apt,165,2,3
Brooklyn,Bushwick,Private room,30,3,1
Manhattan,Harlem,Private room,45,4,22
Manhattan,Two Bridges,Entire home/apt,175,2,8
Brooklyn,Bedford-Stuyvesant,Private room,59,21,6
Manhattan,Financial District,Entire home/apt,180,4,17
Manhattan,East Village,Entire home/apt,700,6,0
Brooklyn,Bedford-Stuyvesant,Private room,50,30,4
Brooklyn,Williamsburg,Entire home/apt,150,10,1
Brooklyn,Prospect-Lefferts Gardens,Private room,74,1,20
Manhattan,Harlem,Entire home/apt,130,3,11
Bronx,Wakefield,Private room,55,1,156
Manhattan,Upper West Side,Entire home/apt,117,30,4
Manhattan,Harlem,Private room,79,2,1
Brooklyn,Carroll Gardens,Entire home/apt,125,5,1
Manhattan,Financial District,Entire home/apt,230,3,8
Brooklyn,Williamsburg,Private room,115,3,146
Manhattan,Washington Heights,Private room,112,2,20
Manhattan,Hell's Kitchen,Entire home/apt,180,3,31
Queens,Jackson Heights,Private room,80,4,3
Queens,Astoria,Private room,70,3,5
Brooklyn,Bedford-Stuyvesant,Entire home/apt,300,6,1
Brooklyn,Bushwick,Private room,70,1,5
Brooklyn,Fort Greene,Entire home/apt,130,3,1
Manhattan,Inwood,Private room,100,3,8
Manhattan,Midtown,Private room,100,2,4
Manhattan,Chelsea,Entire home/apt,170,2,4
Brooklyn,Crown Heights,Entire home/apt,185,3,56
Brooklyn,Prospect Heights,Private room,90,1,8
Manhattan,Chelsea,Entire home/apt,172,30,6
Manhattan,Harlem,Private room,69,2,2
